,Influencer,Radio,SocialMedia,TV,Sales
532,Mega,13.94233165,1.387046445,35.0,123.5529594
533,Mega,29.73254005,2.01239532,60.0,212.6020547
534,Mega,10.37725789,0.061983883,29.0,102.7747905
535,Nano,37.34778216,8.278557955,93.0,333.8742928
536,Mega,14.75741985,1.887767552,58.0,208.8963401
537,Mega,25.30055871,2.365394438,52.0,186.342862
538,Micro,1.218353879,1.270443869,26.0,90.05422241
539,Macro,21.07696395,1.240824206,68.0,247.3166842
540,Mega,22.9508713,5.688322892,70.0,251.1300326
541,Mega,29.20318144,5.343637998,74.0,265.6949003
542,Mega,15.73250128,7.952641069,28.0,101.2398192
543,Macro,34.85516799,8.128920858,97.0,349.2786694
544,Nano,17.99966763,0.689676121,61.0,210.8050442
545,Mega,8.466518679,0.64854834,25.0,89.25059861
546,Mega,15.85081095,3.055215876,73.0,262.6417301
547,Macro,18.18480338,1.570359462,29.0,102.5334308
548,Mega,12.84948587,3.413281045,67.0,237.559992
549,Mega,33.39187931,6.297544404,89.0,319.4471722
550,Nano,14.30082434,2.954928662,31.0,109.7745496
551,Mega,10.56917499,2.990738288,55.0,194.9974458
552,Mega,34.03091596,4.107471029,97.0,349.6290275
553,Nano,38.34982728,5.625677284,96.0,343.7161569
554,Macro,6.701206992,0.8861581,21.0,73.72119644
555,Mega,27.69457686,6.330322063,75.0,264.9503875
556,Micro,7.46265367,2.487820224,28.0,100.2251531
557,Mega,15.89286029,2.001411881,47.0,167.7246684
559,Micro,1.311583983,0.91786893,13.0,48.23208285
560,Micro,12.99050602,3.381622724,28.0,98.90352508
561,Mega,36.87630184,7.618605058,99.0,351.8073281
562,Mega,18.66967958,3.045508873,64.0,227.315652
563,Mega,24.70391519,5.052822575,70.0,253.9387745
564,Micro,9.847549535,0.553308611,31.0,109.5537687
565,Nano,24.12286029,1.07874688,70.0,252.0882419
566,Micro,33.73717368,8.701501372,96.0,343.0460478
567,Mega,32.38632069,6.903400294,100.0,350.8437408
568,Nano,20.77119006,1.930360197,75.0,268.8629865
569,Nano,27.66981156,1.605374723,98.0,345.5559312
570,Macro,30.93431708,4.066906068,71.0,251.1436688
571,Mega,10.69837915,1.359456063,25.0,87.9565535
572,Macro,7.377348336,4.990927845,30.0,106.4830485
573,Nano,7.759342529,1.962255801,17.0,61.87297616
574,Macro,37.71626504,4.007700088,83.0,293.8381677
575,Nano,11.47823414,0.69576991,20.0,74.53185747
576,Nano,36.06087241,2.325705692,89.0,316.5823616
577,Mega,13.82810314,0.890157941,16.0,54.74192597
578,Mega,14.68531892,2.331899828,20.0,68.63989903
579,Nano,14.52212352,2.823846857,13.0,48.8572496
580,Macro,28.82671381,5.519575003,83.0,292.0895775
581,Micro,22.14974584,5.275784898,47.0,169.5980174
582,Nano,14.02880622,1.276217736,68.0,241.2374276
583,Mega,7.736680237,2.05960976,38.0,137.8130938
584,Macro,29.76975537,2.856585742,77.0,270.4881539
585,Macro,27.02480286,3.399217629,64.0,226.7540305
586,Nano,16.78014184,2.965429418,94.0,334.7867143
587,Mega,16.68732493,0.377600773,34.0,119.2920553
588,Mega,14.95740704,1.952884786,50.0,178.3745522
589,Micro,32.09708248,6.671544862,97.0,340.8415755
590,Micro,16.00937858,1.309538333,65.0,226.1451265
591,Mega,21.83513317,6.269988283,66.0,232.6222384
592,Mega,36.81227531,3.083608295,93.0,331.0288348
593,Mega,20.48868764,5.290458667,55.0,202.3547575
594,Nano,14.58661204,2.221679639,63.0,226.0192733
595,Nano,18.22598841,6.618429614,62.0,219.8899849
596,Nano,14.76555949,4.811434198,51.0,180.7565911
597,Mega,12.30120609,1.12340663,20.0,75.22126744
598,Macro,19.48177541,2.244635012,79.0,277.4437268
599,Nano,28.18172312,6.851154679,83.0,294.4679527
600,Micro,22.32668218,0.165284697,84.0,297.0710659
601,Nano,14.81924744,6.158927918,41.0,145.2317251
602,Mega,23.93088014,3.943732847,78.0,275.0988049
604,Nano,30.09534582,8.267241169,62.0,220.8539255
605,Mega,35.16687525,5.677768967,97.0,342.7315272
606,Micro,35.73461699,6.814448789,97.0,347.6784806
607,Micro,9.225854712,3.542555386,24.0,90.49426422
608,Macro,12.32309593,1.312615046,43.0,154.6999619
609,Nano,1.161547765,0.126207259,17.0,60.62366983
610,Micro,16.97491196,5.187082923,39.0,144.8229801
611,Mega,6.464550157,1.375936383,35.0,125.9820861
612,Mega,25.44021521,3.473814317,63.0,222.9887428
613,Mega,20.26713398,5.456285569,70.0,247.4390273
614,Mega,8.61923361,0.380371928,18.0,66.16931358
615,Macro,19.70536729,6.268882402,66.0,235.4197611
616,Mega,33.44696021,5.205860619,73.0,260.7418065
617,Nano,32.98398494,5.622825529,75.0,267.7448033
618,Mega,18.1590474,4.246496176,78.0,274.0939965
619,Micro,17.89151781,4.776428455,57.0,203.5732333
620,Micro,19.03006896,2.701390218,69.0,246.2403062
621,Macro,24.36575611,5.020143563,54.0,194.5312641
622,Macro,13.35489142,6.071647853,51.0,180.6283071
623,Macro,23.85096981,1.784880296,90.0,319.6358643
624,Macro,25.10416247,6.380922006,58.0,203.6774283
625,Macro,24.99209995,4.209574548,78.0,277.2413366
626,Nano,25.88765729,3.593714636,42.0,150.9429499
627,Nano,35.43036545,4.872217981,91.0,324.8525007
628,Mega,12.94363013,1.404957117,53.0,187.1575553
629,Micro,18.74248941,2.46078708,65.0,231.2809731
630,Mega,24.66064552,3.371495534,61.0,217.4423705
631,Nano,15.57567824,3.61510014,46.0,168.7156804
632,Mega,22.58564193,2.507439565,53.0,185.5270333
633,Mega,23.57866143,2.856656795,65.0,232.5550232
634,Macro,15.04649578,4.417364136,28.0,97.30120741
635,Macro,3.205844812,1.792202945,26.0,95.06003466
636,Mega,29.19640099,5.766582735,89.0,314.8741782
637,Macro,28.01877818,4.629252433,86.0,303.3890111
638,Micro,13.2703404,0.858878019,27.0,92.40045362
639,Micro,18.78284141,3.505200696,70.0,249.5859488
640,Macro,19.83234262,1.810460465,52.0,188.8523237
641,Macro,24.29613986,3.260725855,58.0,207.138848
642,Mega,2.112089417,2.920708705,10.0,32.23703002
643,Micro,3.119413491,2.819735385,22.0,80.24244109
644,Macro,12.12654395,0.210453262,33.0,117.4527316
645,Micro,16.34726096,1.401877027,55.0,193.3989459
646,Micro,24.11862064,4.750725408,59.0,213.9125352
647,Nano,14.02166314,2.265041568,63.0,226.1960569
648,Nano,24.99656438,7.915971311,59.0,206.9934179
649,Mega,27.34182453,5.53069564,54.0,188.9448767
650,Micro,11.16309579,2.308968966,31.0,105.850716
651,Micro,6.888967892,1.847115421,42.0,151.0677477
652,Micro,5.526393657,0.482566921,41.0,147.427697
653,Macro,6.090843306,1.41702401,10.0,37.33877488
654,Micro,27.93114808,4.88405347,81.0,284.7101658
655,Mega,20.84734986,4.647692649,56.0,202.3921238
656,Macro,29.89437658,5.836856118,91.0,324.7810603
657,Micro,31.43960904,5.03708252,75.0,258.3127255
658,Mega,1.342911026,2.244921251,16.0,55.67769137
659,Nano,10.70249963,3.106184502,50.0,181.4839824
660,Micro,9.736331095,0.598563708,17.0,53.74971174
661,Mega,17.31799684,3.417844432,53.0,185.4875495
662,Nano,11.70794329,3.509534146,45.0,166.6248154
663,Mega,22.67960376,3.535072235,74.0,259.9159326
664,Micro,25.05226608,7.118749557,92.0,333.0185055
665,Micro,22.85140519,0.667171404,64.0,221.5444894
666,Micro,7.022067609,0.289604731,18.0,61.84675049
667,Macro,6.244162288,0.759346585,11.0,42.1961076
668,Mega,11.75924833,5.010336123,42.0,147.8598054
669,Micro,28.87955407,0.832748001,82.0,287.8613141
670,Macro,6.816992888,3.927796211,24.0,90.57296989
671,Macro,4.140973909,2.501202365,28.0,97.13687326
672,Mega,9.9541245,3.674953196,31.0,107.2140847
673,Nano,32.56646841,5.179906086,83.0,295.7818291
674,Macro,33.3317102,6.057539518,100.0,355.8934821
675,Mega,12.81137191,2.234517357,42.0,150.5288403
676,Nano,16.97645374,4.517268013,59.0,208.1119326
677,Micro,14.95348305,0.048020677,31.0,109.541122
678,Micro,27.14848005,1.178327441,87.0,308.2334271
679,Mega,25.48626583,4.172270036,32.0,115.3396212
680,Nano,29.3511274,5.061329165,80.0,287.8993425
681,Mega,15.46760824,3.337645908,53.0,191.3995094
682,Micro,28.10521,5.05968854,81.0,282.7692806
683,Macro,8.529031827,4.146156202,20.0,76.28530204
684,Mega,24.55606412,3.088863718,74.0,260.0143108
685,Mega,12.09400595,1.192826643,15.0,54.9276914
686,Macro,13.12882152,2.864042827,15.0,51.85463333
687,Micro,27.87458605,2.319345751,82.0,287.7861637
688,Macro,12.70924201,4.63850598,37.0,129.6371619
689,Mega,14.4918081,3.340074777,55.0,195.9514284
690,Mega,8.781468479,5.393660696,22.0,76.39933461
691,Macro,26.46683247,3.613317648,78.0,280.4982549
692,Nano,1.173467778,1.04234225,14.0,54.05961472
693,Micro,2.320134594,0.98234869,13.0,49.43055198
694,Micro,31.67189416,3.754571593,83.0,296.6386935
695,Mega,19.64763273,0.856130365,29.0,105.8301332
696,Nano,21.12198513,5.403303971,33.0,119.5591274
697,Micro,32.53312607,5.651035573,91.0,319.9299447
698,Macro,26.55069861,6.375071446,48.0,173.8700185
699,Mega,24.31771749,5.292837316,74.0,265.5225104
700,Macro,12.13185864,2.877687142,47.0,166.7506926
701,Nano,16.2577251,3.206348981,65.0,231.6574682
702,Mega,26.15918496,5.231818374,43.0,152.0813142
703,Nano,20.31684589,2.650210785,68.0,238.7782899
704,Nano,17.13626299,3.315389379,54.0,190.214326
705,Mega,5.809820873,1.228691086,33.0,112.8110661
706,Nano,32.42627304,5.848850272,89.0,319.5034464
707,Macro,17.66608651,1.874090882,77.0,275.6752779
708,Micro,8.17845257,0.768759682,20.0,74.80941764
709,Nano,17.46309474,4.0178371,55.0,202.9779971
710,Mega,14.07835325,1.116862626,35.0,121.2157974
711,Nano,10.78600157,0.476179479,30.0,107.7561749
712,Mega,12.45429943,2.053708325,46.0,171.1083392
713,Nano,4.71875797,1.231213712,19.0,71.68777576
714,Nano,15.9583118,3.916944379,73.0,259.254776
715,Macro,16.68829782,4.329400124,41.0,144.3539082
716,Mega,8.202802332,0.104486847,18.0,64.16784653
717,Mega,20.37854572,3.688392213,41.0,145.4082544
718,Nano,35.77368976,2.094505692,94.0,332.9227403
719,Nano,26.91641432,5.854134269,60.0,215.8550141
720,Mega,13.56012868,3.317589703,15.0,54.25437178
721,Mega,30.59480726,4.644486108,83.0,294.980643
722,Macro,23.86128886,6.666099409,24.0,83.22987557
723,Micro,17.97929137,1.427125794,49.0,176.9483511
724,Mega,14.96439256,0.029690363,48.0,172.7051377
725,Micro,25.18516071,5.737247752,96.0,344.5442238
726,Macro,30.05661135,4.918533475,83.0,297.3589613
727,Macro,29.01072891,3.913406431,62.0,219.2352407
728,Micro,12.21216027,3.794746614,43.0,151.4086258
729,Mega,6.374571472,2.643270095,30.0,108.4419045
730,Micro,16.38246157,4.722281354,48.0,170.1684126
731,Mega,14.77598499,8.008030729,36.0,124.1659072
732,Nano,0.981140161,1.377660378,25.0,92.30243141
733,Macro,19.15649829,3.724764606,35.0,130.4787495
734,Mega,9.359062905,5.249310703,12.0,46.28755521
735,Macro,23.90796255,2.558253102,65.0,234.1814534
736,Macro,25.98585962,5.632778725,54.0,192.5204901
737,Macro,18.4512205,5.734660378,66.0,237.6357535
738,Nano,0.965159981,2.585389556,25.0,85.23426236
739,Micro,17.48619727,2.355668427,45.0,160.0859022
740,Micro,29.61754574,4.126546307,89.0,312.5500486
741,Micro,19.40384887,3.950262553,36.0,128.5800848
742,Nano,18.64876502,2.010872689,33.0,115.0849847
743,Mega,13.66591101,1.50638398,45.0,158.8647624
744,Macro,18.16783386,7.064557009,68.0,244.8659231
745,Macro,20.34360352,2.500255148,63.0,228.6476926
746,Mega,5.926629445,2.13583865,35.0,124.0794271
747,Micro,23.67261088,3.107645702,84.0,298.9033009
748,Micro,25.060946,8.261168242,96.0,338.015537
749,Nano,14.19071291,3.321536823,45.0,159.7279843
750,Micro,24.1929876,8.82769045,60.0,209.9028365
751,Micro,18.40548389,4.588627993,52.0,182.230109
752,Macro,18.81071051,3.011655016,73.0,262.4962475
753,Macro,4.649777313,2.389716886,15.0,53.43080271
754,Micro,21.91504373,1.356265564,69.0,245.8102151
755,Macro,44.86129883,8.579322566,99.0,355.1480811
756,Micro,2.724758095,1.03482819,16.0,57.62937919
757,Nano,15.60966355,6.728207899,65.0,233.5142029
758,Mega,31.42973368,3.255131985,79.0,280.6104663
759,Macro,12.77031589,2.776046037,44.0,155.3676653
760,Macro,15.79333037,1.878801595,42.0,148.7902583
761,Nano,11.78493468,0.009092532,22.0,80.96231466
762,Nano,8.342327563,4.017463021,42.0,155.1794634
763,Macro,23.55330281,5.89293156,62.0,219.5485134
764,Nano,7.956173782,0.912076126,23.0,83.03620465
765,Macro,34.21397898,4.786459552,89.0,318.7117311
766,Macro,27.11403284,2.646603229,67.0,236.0287822
767,Macro,37.47520003,6.093510288,94.0,334.0609261
768,Mega,10.37446633,4.32978936,50.0,176.586201
769,Mega,37.00648765,7.150101013,96.0,343.3204752
770,Mega,32.60830419,4.793069167,86.0,306.0828436
771,Micro,20.15441348,3.50221048,66.0,236.001644
772,Nano,26.09727976,1.525980545,60.0,217.2293131
773,Micro,16.84366435,1.582101781,59.0,207.1893113
774,Nano,21.40157977,2.332838624,63.0,221.2850004
775,Macro,16.13495534,3.038417797,61.0,216.0157622
776,Nano,10.86707292,2.932960829,54.0,198.5214102
777,Nano,26.45466629,7.956071282,80.0,279.1802705
778,Micro,17.8984319,0.925631096,51.0,179.9306044
779,Macro,25.32563097,2.071338689,56.0,203.4231182
781,Nano,13.94312816,6.153942854,47.0,169.7149304
782,Micro,25.73139014,3.820392929,55.0,193.0003865
783,Macro,12.35406098,4.3558596,20.0,72.20876316
784,Nano,25.89509413,2.400939144,89.0,315.4790544
785,Mega,6.334378802,0.795481886,30.0,102.5736407
786,Macro,23.74559638,3.850858082,54.0,187.4913834
787,Macro,12.05703979,3.722753612,66.0,236.7567928
788,Mega,10.11533608,2.92221083,55.0,191.2725417
789,Nano,29.7134494,5.312680855,78.0,271.1260094
790,Macro,17.04016276,3.156623295,53.0,190.4596035
791,Nano,22.45101738,1.115810985,96.0,344.9342002
792,Mega,8.517662372,0.443216978,44.0,153.0552548
793,Macro,19.80994369,6.390368242,65.0,232.3273365
794,Micro,10.71151338,1.080983657,41.0,139.6303564
795,Mega,26.11363167,2.738414665,68.0,239.7887643
796,Macro,15.84088866,5.144712635,67.0,238.8459113
797,Mega,28.65521764,4.32703635,87.0,306.9499787
798,Mega,19.65653268,3.380057305,69.0,245.0944279
799,Nano,24.59745898,7.320931129,64.0,231.2683509
800,Macro,27.02285841,2.95767597,61.0,218.3675799
801,Micro,26.74517188,8.197650451,97.0,344.687169
802,Nano,37.37620072,2.616112731,89.0,314.5549903
803,Macro,12.56388433,5.640950375,46.0,169.4035697
804,Micro,3.894421609,1.756190542,25.0,87.35248595
805,Macro,24.16999806,3.53517966,80.0,286.0300404
806,Mega,9.246981499,2.709764692,31.0,109.0749985
807,Mega,29.66161056,6.605580895,74.0,264.2402183
808,Nano,19.86221522,2.198497564,76.0,269.4416982
809,Micro,14.86819499,5.769506631,70.0,245.7659287
810,Nano,22.61030252,3.849709776,48.0,169.1387631
811,Mega,9.820597494,3.39200924,30.0,104.1918592
812,Nano,12.54018005,1.757871648,25.0,90.33184491
813,Macro,29.58800787,5.256752406,73.0,262.8823829
814,Micro,16.07391542,2.133291153,50.0,176.445489
815,Macro,5.53180147,0.738537115,43.0,150.8313558
816,Mega,21.29185882,4.094001423,73.0,258.1435466
817,Micro,23.97771882,4.967358267,84.0,299.7485752
818,Macro,9.969769741,5.801150248,28.0,101.3861216
819,Mega,16.56616065,3.758375149,43.0,159.5372458
820,Nano,31.10028424,4.276767478,74.0,263.9106303
821,Mega,23.37873921,0.496559529,65.0,240.2716802
822,Nano,2.321754718,1.76389766,37.0,129.8158556
823,Macro,14.50355259,5.540172367,43.0,153.1050313
824,Macro,19.43854953,1.017771272,65.0,228.8209795
825,Mega,7.951313088,5.221649163,10.0,39.15997494
826,Mega,20.06195686,2.818226959,58.0,210.3024538
828,Micro,28.04443897,3.311678578,84.0,301.138568
829,Mega,6.69975335,2.161864768,42.0,147.9228529
830,Mega,14.23847068,0.455445095,64.0,227.245536
831,Mega,19.7854764,2.708754057,69.0,244.2201654
832,Nano,10.73453527,0.51088457,38.0,136.5902837
833,Micro,19.80149851,7.431546241,62.0,220.3647427
834,Mega,16.17611461,2.801679964,35.0,127.0595564
835,Micro,8.937947856,0.801876265,38.0,134.7800375
836,Nano,8.217607504,1.975593443,29.0,103.8727026
837,Mega,23.67190912,3.362017203,61.0,217.368027
838,Macro,29.86234905,0.917605295,77.0,276.1736609
839,Nano,22.36140177,2.046320049,74.0,271.2348159
840,Macro,24.71108346,0.793258638,74.0,262.5577619
841,Micro,24.21879807,3.462431445,94.0,336.1558034
842,Nano,22.93162206,2.01995944,55.0,195.8963478
843,Macro,33.15174003,6.429606019,92.0,329.5311298
844,Micro,16.5207045,0.595258971,47.0,171.7323311
845,Mega,16.58347729,0.710402473,36.0,128.7500819
846,Nano,1.908465673,1.922723544,25.0,90.19350726
847,Micro,29.71334143,2.22160046,80.0,283.0834947
848,Macro,8.209850573,5.633470777,40.0,142.8491442
849,Nano,24.9112458,3.124255381,66.0,236.6491764
850,Micro,6.115897898,2.00102528,23.0,80.9603373
851,Nano,17.35969287,4.361815987,82.0,295.518075
852,Mega,23.57063476,5.577005503,82.0,286.6589042
853,Mega,0.767382803,0.514440496,18.0,66.72337848
854,Macro,20.03308237,4.304445001,53.0,190.4565967
855,Micro,29.60636034,4.53404604,93.0,331.0361116
856,Mega,5.24203637,1.379918092,14.0,49.39806523
857,Mega,16.10246464,4.881430652,22.0,74.81459598
858,Micro,8.270664197,1.837365198,12.0,43.64177876
859,Micro,23.6001629,1.991318497,60.0,209.3217765
860,Micro,23.96530468,4.49419079,69.0,244.6548065
861,Mega,20.35778359,6.382532621,75.0,269.0378784
862,Mega,10.62493206,5.604877885,17.0,62.50050231
863,Mega,25.54478363,4.020040406,45.0,153.9473267
864,Micro,1.631346708,3.584063728,22.0,79.27951356
865,Mega,20.92321366,3.35024021,42.0,154.549281
866,Micro,13.86615704,0.040676461,68.0,239.7627292
868,Mega,18.5065161,4.245568702,65.0,234.1596648
869,Mega,19.12302371,1.254935551,75.0,266.5079866
870,Micro,6.155116452,1.258231325,24.0,86.58322079
871,Mega,22.65504441,5.973427536,48.0,168.7785465
872,Macro,12.09442343,0.487387374,18.0,64.20709331
873,Mega,31.47852666,8.214623871,52.0,184.0322232
874,Macro,36.90617957,5.525357936,95.0,335.5569132
875,Nano,27.53148648,8.330084621,80.0,281.6446174
876,Mega,25.93209391,0.237228908,72.0,253.9660258
877,Mega,4.174456912,0.233593939,27.0,90.43207739
878,Micro,21.66430854,4.774567506,67.0,239.8007363
879,Nano,16.6928453,2.12301111,17.0,58.79957954
880,Mega,14.50214433,3.448791566,35.0,125.1620963
881,Micro,13.49819708,2.084050121,15.0,53.99688051
882,Nano,15.16117672,1.608331687,40.0,141.6279548
883,Micro,19.51414899,4.048576792,40.0,140.9935076
884,Nano,4.51613662,2.92255466,28.0,100.4237046
885,Micro,6.097325008,1.785855988,23.0,80.63484412
886,Micro,29.203523,7.078862302,66.0,237.9509754
887,Mega,16.58991748,2.529490549,35.0,118.1016505
888,Mega,17.5538255,3.39216147,67.0,237.7424954
889,Mega,23.5828261,4.234526407,68.0,241.230924
890,Micro,19.64677846,2.399579787,89.0,314.8906177
891,Macro,31.6447624,4.33936309,85.0,301.5561908
892,Nano,17.53880402,2.351623952,98.0,342.5758538
893,Nano,22.92648803,5.522947611,67.0,237.9890855
894,Macro,26.07350953,3.421472642,75.0,269.9365727
895,Mega,30.06499774,4.96087232,95.0,341.4376388
896,Micro,37.34694168,3.515729693,97.0,348.2155671
897,Micro,4.444784543,1.415729265,34.0,121.0460117
898,Micro,10.76096294,0.627232382,28.0,98.36075406
899,Nano,20.12090649,3.424064454,51.0,178.5207935
900,Micro,11.21191726,5.767485022,41.0,143.1223978
901,Micro,13.99472911,5.248399204,59.0,212.3489244
902,Nano,14.33248452,0.653011165,12.0,43.05887154
903,Nano,34.03836813,3.568004941,98.0,349.2089862
904,Micro,25.64704705,5.12437604,93.0,334.5425852
905,Mega,13.84475165,5.092254231,43.0,156.982317
906,Nano,14.0009677,0.919025298,24.0,87.56752443
907,Micro,6.353393738,2.851748052,38.0,137.7317373
908,Mega,37.81759713,4.893097259,95.0,342.1968478
909,Micro,17.478614,6.264962348,50.0,173.8536921
910,Macro,7.109081754,0.272962785,28.0,105.1633119
911,Nano,4.418317603,0.015489152,13.0,44.87053361
912,Mega,25.7239637,4.586275674,80.0,283.975969
913,Macro,15.22178197,2.481028664,21.0,69.01476779
914,Macro,13.94263904,2.597301175,30.0,106.6131284
915,Micro,19.74143007,1.555014748,53.0,192.110626
916,Macro,29.38321484,5.319155045,85.0,301.0045726
917,Macro,3.634930909,1.388209091,11.0,41.02131018
918,Mega,9.479729844,0.386659582,38.0,131.0365629
919,Macro,5.617401248,3.243773719,24.0,89.24537133
920,Mega,23.59536842,4.882771183,72.0,257.3921996
921,Macro,21.11777814,0.500862283,63.0,223.8704545
922,Micro,18.5906666,1.662433769,59.0,207.7180998
923,Nano,0.095046942,0.111191033,13.0,44.17945113
924,Mega,30.46523325,8.791080421,95.0,339.3760653
925,Mega,25.69788544,4.923816865,90.0,321.7198206
926,Macro,21.8064834,2.570983167,55.0,193.559832
927,Micro,31.17432973,5.100238465,91.0,326.0744717
928,Macro,26.64284202,6.894241261,95.0,339.9021026
929,Micro,4.215084265,2.654877943,36.0,130.2854424
930,Mega,3.108359667,1.361972659,21.0,73.42838169
931,Micro,30.64496663,6.844189108,83.0,286.0981654
932,Mega,18.58636671,2.324645797,55.0,197.7085755
933,Mega,15.24125873,3.849375364,55.0,193.101443
934,Micro,27.61422525,3.848628228,99.0,355.9147304
935,Micro,16.05653873,3.539863843,21.0,71.91044065
