Judul,Penulis,AbstrakClean,target,aspects
Join Classifier of Type and Index Mutation on Lung Cancer DNA Using Sequential Labeling Model,"[{""Penulis"":""Wisesty, Untari Novia""},{""Penulis"":""Purwarianti, Ayu""},{""Penulis"":""Pancoro, Adi""},{""Penulis"":""Chattopadhyay, Amrita""},{""Penulis"":""Phan, Nam Nhut""},{""Penulis"":""Chuang, Eric Y.""},{""Penulis"":""Mengko, Tati Rajab""}]","Model pelabelan berurutan umumnya digunakan untuk seri waktu atau data urutan di mana setiap label instance adalah CLA IFIED menggunakan label instance sebelumnya dalam karya ini, model pelabelan berurutan diusulkan sebagai pendekatan baru untuk mendeteksi mutasi tipe dan indeks secara bersamaan menggunakan urutan DNA dari paru -paruKasus Studi Kanker Metode yang digunakan adalah satu dimensi jaringan saraf konvolusional D CNN BIDIRECTIONAL PANJANG PANJANG PANJANG PANJANG BILSTM dan Unit Berulang Gated BIDIRECTIONAL BI GrU masing -masing nukleotida dalam urutan DNA pasien adalah CLA IFIED sebagai normal atau dengan jenis mutasi tertentu di manaKasus Mutasi indeksnya diprediksi tipe mutasi yang terdeteksi adalah penghapusan penyisipan substitusi atau mutasi penyisipan penghapusan delin berdasarkan percobaan yang dilakukan dengan menggunakan bilstm gen EGFR dan BI Gru menunjukkan kinerja yang lebih baik dan lebih stabil daripada D CNN tes lebih lanjut dilakukan padaTP KRAS CTNNB SMARCA CDKN A PTPRD BRAF ERBB dan Gen PTPRT. Model yang diusulkan melaporkan skor F dan menggunakan BI Gru dan BILSTM masing -masing berdasarkan hasil model dapat menggantikan sepenuhnya jenis dan mutasi indeks dalam urutan DNA lebih akurat dan lebih cepatTanpa kebutuhan untuk data dan alat pendukung lainnya dan tidak memerlukan penyelarasan ulang dengan urutan referensi, ini akan sangat memfasilitasi pengguna dalam mendeteksi jenis dan mutasi indeks lebih cepat dengan memasukkan hanya urutan DNA yang dilisensikan karya ini di bawah lisensi atribusi Creative Commons untuk informasi lebih lanjutmelihat","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",SDG3
"Natural, Meteorology, and Novel - IAP Data Processing Method for Tipping Bucket Based Rain Gauge","[{""Penulis"":""Rachmawati L.M.""},{""Penulis"":""Mardiansyah A.""},{""Penulis"":""Kinanti I.W.""},{""Penulis"":""Ramadhan A.""},{""Penulis"":""Adiwidya A.S.""},{""Penulis"":""Jalasena A.""},{""Penulis"":""Chandra I.""}]","Transportasi polusi udara terjerat dengan faktor cuaca dan iklim karena polutan cenderung bergerak karena kondisi metrologis yang secara alami polutan akan disimpan ke tanah pada bagian akhir dari siklus deposisi Salah satu faktor deposisi polutan dalam deposisi basah adalah hujan adalah hujan adalah hujanPolutan yang terlarut dan materi partikulat diendapkan ke permukaan bumi selama presipitasi untuk menganalisisnya, kita membutuhkan pengukur pengukur curah hujan yang diukur karena curah hujan merupakan parameter penting untuk menemukan korelasi antara keduanyain indonesia  thus  we proposed a tipping bucket rain gauge  which consists of a funnel  a bucket  a magnetic switch sensor  and a microcontroller based proce ing unit  the prototype is equipped with a gsm module so that the data can be sent in real time via text me ageSetiap menit juga kartu SD sebagai data penyimpanan cadangan yang dikalibrasi menggunakan standar ISO hasil yang diperoleh dengan resolusi tip mm dengan kapasitas ember ml dan ketidakpastian mm menit untuk menemukan metode perhitungan curah hujan yang sesuai untuk prototipe kamiAmati tiga metode meteorologi alami dan novel IAP dari tiga kami menemukan novel IAP memiliki hasil terbaik karena perhitungan dieksekusi setiap detik dan metode lainnya ditemukan memiliki hasil kesalahan yang tinggi yang diterbitkan di bawah lisensi oleh IOP Publishing Ltd","1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0","SDG1,SDG7,SDG9,SDG12"
"Increasing the effectiveness of educational technologies in the foreign languages learning process by linguistic students (comparative analysis of Russian, Indonesian and Egyptian experience)","[{""Penulis"":""Pradana, Mahir""},{""Penulis"":""Rintaningrum, Ratna""},{""Penulis"":""Kosov, Mikhail""},{""Penulis"":""Bloshenko, Tatiana""},{""Penulis"":""Rogova, Tatyana""},{""Penulis"":""Singer, Nermeen""}]",Tujuan dari penelitian ini adalah untuk menyelidiki efektiven teknologi pendidikan dalam prosedur pembelajaran bahasa asing oleh siswa linguistik fokusnya adalah untuk membandingkan pengalaman RU IA Indonesia dan pengalaman bahasa Mesir mengenai teknologi pendidikan yang efektif. Peran teknologi pendidikan telah diperoleh yang telah diperoleh dengan teknologi pendidikan telah diperoleh.Pentingnya penting baru -baru ini dengan mempertimbangkan aspek ini yang difokuskan penelitian pada diskusi komprehensif pada aspek ini menggunakan literatur sebelumnya dan berpendapat apa yang telah diperiksa sebelumnya alasan dan pentingMetodologi kuantitatif untuk menyajikan wawasan empiris tentang penggunaan teknologi pendidikan dalam prosedur pembelajaran bahasa asing oleh siswa linguistik di RU IA Indonesia dan Mesir untuk menganalisis dan menafsirkan data penelitian teknik deskriptif digunakan di mana data dikumpulkan dari siswa dari masing -masing negaraData yang dikumpulkan dianalisis dengan menggunakan alat statistik yaitu SP di mana analisis deskriptif digunakan untuk menentukan efektiven teknologi pendidikan dalam pembelajaran bahasa asing oleh siswa Indonesia dan Mesir. Temuan data mengungkapkan bahwa penggunaan teknologi pendidikan dalam pembelajaran bahasa asing memfasilitasi pembelajaran tersebutprosedur untuk siswa dengan integrasi berbagai teknologi mulai dari komputer kegiatan dan perangkat visual audio hingga sumber daya online dan media sosial Temuan juga mengungkapkan bahwa pemanfaatan teknologi yang diturunkan alat yang berkembang biak dengan pembelajaran bahasa asing yang membuat pembelajaran bahasa sangat menarik menarikdan interaktif sambil memungkinkan siswa untuk memiliki kendali dan otonomi yang lebih baik atas pembelajaran mereka yang lebih luas.Hak Cipta Pradana Rintaningrum Kosov Bloshenko Rogova dan Penyanyi,"1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG4,SDG17"
Risk Assessment Analysis on Mobile Banking Using Cobit 5 Framework,"[{""Penulis"":""Utamajaya, Joy Nashar""},{""Penulis"":""Ramadhan, Arief""},{""Penulis"":""Abdurachman, Edi""},{""Penulis"":""Trisetyarso, Agung""},{""Penulis"":""Zarlis, Muhammad""}]","Secara umum organisasi publik atau swasta atau perusahaan telah menggunakan teknologi berbasis informasi sebagai dukungan untuk meningkatkan kinerja busine menjadi lebih efektif dan efisien untuk mencapai perusahaan perbankan tujuan perusahaan termasuk perusahaan yang menggunakan teknologi informasi seperti mobile banking dalam layanan merekaPerbankan seluler adalah fasilitas atau layanan perbankan menggunakan alat komunikasi seluler seperti ponsel dengan penyediaan fasilitas untuk transaksi perbankan melalui aplikasi seluler meskipun mereka telah menggunakan prosedur operasi standar SOP yang baik masih banyak hambatan yang terjadi terutama masalah sistem dan manusiaKesalahan Ini dapat mengakibatkan risiko tinggi jika terjadi terus menerus dan akan berakibat fatal bagi prosedur busin perusahaan karena itu dapat digunakan sebagai tolok ukur untuk prosedurnya tentang layanan bank mobil seluler lokal, tujuan penelitian ini adalah untuk penelitian ini adalah untuk ini adalah untuk penelitian ini adalah untuk iniTentukan tingkat kemampuan dan strategi untuk meningkatkan manajemen risiko metode yang digunakan dalam penelitian ini adalah untuk fokus pada manajemen risiko TI dengan kerangka kerja COBIT dalam mengevaluasi pemantauan langsung Domain EDM Align Plain Organize APO dari hasil analisis Perhitungan kemampuan tersebutLevel berada pada level yang dilakukan prosedur dengan skor dengan demikian status memiliki bukti serta pendekatan sistematis dan pencapaian ini diperoleh secara signifikan melalui atribut prosedur IEEEE","1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","SDG1,SDG10"
Mining Digital Traces to Uncover Global Perception of Bali's Topmost Destinations,"[{""Penulis"":""Alamsyah, Andry""},{""Penulis"":""Ramadhani, Dian Puteri""},{""Penulis"":""Basuseno, Herlambang Septiaji""}]","Konten yang Dibuat Pengguna UGC memberikan informasi wisata yang berlimpah mengenai tujuan jejak digital tekstual membawa peluang besar bersama dengan tantangan besar pendekatan penambangan teks termasuk analisis sentimen multikla teks ification dan analisis jaringan cocok untuk mengekstraksi pola terkubur di bawah tumpukan data tidak terstruktur, kami memproyeksikan ulasan di ed ed edDari wisatawan di seluruh dunia tentang tempat -tempat wisata teratas Bali, penelitian ini mengungkap persepsi wisata melalui data tekstual menggunakan analisis sentimen untuk mengekstraksi persepsi positif dan negatif dan multicla cla ification untuk mengekstraksi kepedulian kognitif wisata untuk setiap tujuan yang kami temukan pola kunjungan wisata lebih dalam dengan menggabungkan dengan menggabungkan dengan menggabungkan dengan menggabungkan dengan menggabungkan dengan menggabungkan dengan menggabungkan wisata dengan menggabungkan dengan menggabungkan wisata dengan menggabungkan dengan menggabungkan wisata dengan menggabungkan dengan menggabungkan wisata wisata dengan menggabungkan dengan menggabungkan dengan menggabungkan wisata wisata dengan menggabungkan dengan menggabungkan dengan wisata wisatawanNada persepsi dan hasil masalah kognitif menggunakan analisis jaringan untuk memetakan tujuan interkonektivitas popularitas dan persepsi kognitif utama sebagian besar wisatawan mengungkapkan ion positif dan memberikan kekhawatiran mereka tentang atraksi alami Bali yang mereka rasa paling baik untuk pengaturan sosial dan aspek lingkungan dan terburuk untukPerlindungan Hutan Monyet Kudus Aktif Ibility adalah tujuan paling favorit dan titik potensial dari kunjungan ke tujuan lain yang penelitian ini memberikan wawasan tentang persepsi global tentang tujuan tertinggi Bali untuk pemerintah dan pemangku kepentingan pariwisata lainnya untuk mendukung pengembangan dan peningkatan Bali Spariwisata IEEE","1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0","SDG1,SDG8,SDG12"
Combination of ISO 25010 and Importance-Performance Analysis for Quality Improvement Recommendation of R&D Institution's Web-Based Management Information System,"[{""Penulis"":""Sabdayagra, Muhammad Ilyas""},{""Penulis"":""Gandhi, Arfive""},{""Penulis"":""Darwiyanto, Eko""}]","Kementerian Industri di Indonesia menjalankan organisasi penelitian dan pengembangan Metal Industries Development Center Midc seperti MIDC menggunakan situs web yang disebut SIM BBLM sebagai Sistem Informasi Manajemen, Ia mengelola informasi pembagian data dan memberikan layanan operasional karyawan MIDC sesuai dengan administrator situs web yang dikeluhkan pengguna Sim BBLM yang dikeluhkan pengguna SIM BBLMTentang web yang tidak responsif tidak mudah dan memiliki berbagai fungsi non optimal seperti entri data atau kegagalan tampilan karena waktu yang terbatas dan sumber daya manusia MIDC manajemen TI tidak termasuk prosedur evaluasi kualitas SIM BBLM dalam ruang lingkup pekerjaannya oleh karena itu penelitian ini dilakukan aMetode Evaluasi Berbasis Pengguna Untuk membantu Project Evaluasi SIM BBLM Peneliti menggunakan analisis kinerja penting IPA untuk menguji temuan evaluasi dari pengguna sebelumnya menggunakan kuesioner ISO, hasil IPA mengungkapkan tujuh atribut kualitas web SIM BBLM termasuk kesesuaian fungsional F Reliabilitas rand usability  u   u   u   u   and u    that were prioritized for improvement  based on the experiment  the performance values between the improved sim bblm web and the current sim bblm web have increased  while each attribute got positive gaps  this improvement has been supported by comparing      as the current website s averagenilai kinerja dengan skor situs web yang ditingkatkan IEEE","1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1","SDG1,SDG7,SDG9,SDG12,SDG17"
Reinforced Cascading Convolutional Neural Networks and Vision Transformer for Lung Disease Diagnosis,"[{""Penulis"":""Akhyar, Fityanul""},{""Penulis"":""Novamizanti, Ledya""},{""Penulis"":""Maulana, Raihan Arfi""},{""Penulis"":""Lung, Chi-Wen""},{""Penulis"":""Lin, Chih-Yang""}]","Penyakit paru -paru adalah salah satu penyakit menular yang paling mematikan di seluruh dunia. Infeksi Covid adalah penyakit saat ini yang termasuk dalam kategori ini dan telah memengaruhi kesehatan masyarakat di negara -negara Acro the Globe sesuai dengan ini, penelitian ini berfokus pada pembangunan sistem identifikasi penyakit paru -paru menggunakan cascade yang dalam dari seni yang dalamMEMILIKI MODEL IFECASI CLA EfficientNet Vision Transformer Esrgan nyata yang diusulkan digunakan untuk meningkatkan input efisienNET sementara posisi relatif gambar yang mengkode IRPE ditambahkan untuk meningkatkan perhatian jaringan transformator.Pada dataset X Ray, model kami mencapai akurasi pada lima kla penyakit paru -paru normal pneumonia virus pneumonia pneumonia dan tuberkulosis IEEEE","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",SDG3
Synthesis of TiO2-clay hybrid composites to reduce TDS levels of tofu industrial wastewater,"[{""Penulis"":""Qusnul, Aisyah""},{""Penulis"":""Sutisna""},{""Penulis"":""Supriyanto, Edy""},{""Penulis"":""Wibowo, Edy""}]","Dalam penelitian ini, komposit hibrida tanah liat tio disintesis menggunakan metode Sol Gel, prosedur sintesis diprakarsai dengan mengaktifkan tanah liat alami dalam sintesis ini, solusi TTIP digunakan sebagai prekursor dan komposit hibrida tanah liat tanah liat alami yang diaktifAir limbah tahu sebagai hasilnya ditemukan bahwa Tio Clay Composite memiliki kemampuan tertinggi untuk mengurangi kadar TDS dalam air limbah industri tahu yaitu selama berhari -hari digunakan dengan dosis G untuk setiap ml air limbah tahu berdasarkan SEM EDX dan Data Karakterisasi FTIR yang ditunjukkannya yang ditunjukkannya yang ditunjukkan oleh Data Karakterisasi SEM EDX dan FTIR yang ditunjukkan oleh SEM EDX dan FTIRBahwa prosedur sintesis telah digantikan dengan mendapatkan keberadaan tio dalam komposit hibrida tanah liat.","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0",SDG6
PID Control Design and Kinematic Modelling of 3-DoF Robot Manipulator,"[{""Penulis"":""Noventino, Timotius Heries""},{""Penulis"":""Rosa, Muhammad Ridho""},{""Penulis"":""Fuadi, Azam Zamhuri""}]","Penelitian ini mengusulkan pengontrol berbasis PID untuk tingkat kebebasan DOF manipulator, manipulator memiliki tiga motor servo yang dapat mengukur posisi sudut dan kecepatan sudut kinematika depan mendefinisikan kecepatan sudut yang diinginkan dari setiap motor servo yang akan digunakan sebagai umpan ke depanNilai Pengontrol PID Kinematik terbalik memberikan sudut yang diinginkan dari setiap motor untuk mencapai posisi yang diinginkan secara bersamaan dengan kecepatan sudut yang diinginkan dan sudut yang diinginkan digunakan sebagai input pengontrol PID untuk mengontrol kecepatan sudut di sini pengontrol PID disetel menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakannya menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakan menggunakannyaMetode Ziegler Nichols Tuning ST untuk menunjukkan efektiven dari metode yang diusulkan, kami melakukan tiga kasus percobaan D bentuk persegi panjang dengan empat titik referensi konstan D bentuk sirkular dengan waktu yang bervariasi titik referensi D bentuk persegi panjang dengan waktu yang bervariasi.memberi le dari kesalahan sudut dan le dari kesalahan kecepatan IEEE","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",SDG9
Security And Usability of User Authentication for Fintech Data Protection in Indonesia,"[{""Penulis"":""Manggala, Muhammad Purwa""},{""Penulis"":""Wahidah, Ida""},{""Penulis"":""Hanuranto, Ahmad Tri""}]",Layanan fintech telah secara maal diimplementasikan di banyak negara terutama Indonesia tetapi dalam beberapa kasus aspek keamanan di fintech telah dipantau karena pelanggaran data dan standar keamanan dalam melindungi data pengguna pada survei pasar responden responden secara aktif menggunakan pembayaran fintech dan pinjaman fintech di dalamMempertahankan keamanan dan kegunaan responden bersedia menghabiskan waktu untuk keamanan data dan bersedia untuk meningkatkan perangkat mereka untuk memenuhi tingkat keamanan tertentu pada simulasi teknis otentikasi biometrik. Tingkat akurasi sidik jari rata -rata adalah sementara pengakuan wajah adalah berbagai metode otentikasi yang memenuhi aMinimal akurasi sebagai NIST dan Google Android Standards Prosedur waktu dan waktu pengenalan wajah adalah sekitar MSEC dan MSEC sementara kombinasi dengan metode kata PA lainnya hanya perlu dihapus,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0",SDG8
